dur,proto,dir,state,stos,dtos,tot_pkts,tot_bytes,src_bytes,label
0.174512,11,3,4,0.0,0.0,2,565,505,6
0.238287,11,3,4,0.0,0.0,2,565,505,6
740.96906,10,4,101,0.0,0.0,6801,6345554,174490,0
0.000685,11,3,4,0.0,0.0,2,134,74,6
960.032,10,4,91,0.0,0.0,295,28598,17294,0
0.181085,11,3,4,0.0,0.0,2,565,505,6
969.6452,10,4,88,0.0,0.0,22582,17090679,16345667,0
900.1854,10,4,91,0.0,0.0,83,7950,4101,0
46.491398,11,3,4,0.0,0.0,8,3739,625,6
0.312943,11,3,4,0.0,0.0,2,565,505,6
961.57434,10,4,91,0.0,0.0,533,53944,28653,0
934.6608,11,3,4,0.0,0.0,12,1350,978,6
0.00029,11,3,4,0.0,0.0,2,132,72,6
926.44476,11,0,74,0.0,0.0008660852944690001,9,1458,1458,5
0.065145,11,3,4,0.0,0.0,2,565,505,6
0.157153,11,3,4,0.0,0.0,2,565,505,6
0.344704,11,3,4,0.0,0.0,2,565,505,6
0.122679,11,3,4,0.0,0.0,2,565,505,6
0.000691,11,3,4,0.0,0.0,2,133,73,6
641.4937,11,3,4,0.0,0.0,4,702,580,6
885.0073,11,3,4,0.0,0.0,4,698,565,6
0.001032,11,3,4,0.0,0.0,2,300,64,6
967.08453,10,4,91,0.0,0.0,113,34377,29489,0
31.1989,11,3,4,0.0,0.0,4,700,580,6
0.382342,11,3,4,0.0,0.0,2,565,505,6
0.142012,11,3,4,0.0,0.0,2,565,505,6
0.084252,11,3,4,0.0,0.0,2,565,505,6
0.083071,11,3,4,0.0,0.0,2,565,505,6
0.002409,11,3,4,0.0,0.0,4,346,136,6
965.5902,5,0,74,0.01036421617992615,0.0008660852944690001,154,14286,14286,0
937.3428,11,3,4,0.0,0.0,14,939,504,6
167.24466,10,4,91,0.0,0.0,17,1347,708,0
0.051812,11,3,4,0.0,0.0,2,143,82,6
0.077086,11,3,4,0.0,0.0,2,143,82,6
0.186556,11,3,4,0.0,0.0,2,143,82,6
0.006189,10,0,65,0.0,0.0,11,2255,1227,4
353.85138,11,3,4,0.0,0.0,12,2741,1973,6
0.328057,10,0,52,0.0,0.0,9,1539,699,2
28.56149,10,0,140,0.0,0.0,26,8840,6532,4
28.561224,10,0,140,0.0,0.0,26,8728,6404,4
960.3916,11,0,74,0.0,0.0008660852944690001,67,8262,8262,5
28.55815,10,0,140,0.0,0.0,26,8696,6388,4
28.555544,10,0,140,0.0,0.0,27,8778,6470,4
3.008933,10,0,140,0.0,0.0,12,3091,2369,4
28.555367,10,0,140,0.0,0.0,27,8762,6454,4
270.6216,11,3,4,0.0,0.0,6,723,537,6
953.6843,10,4,91,0.0,0.0,170,19003,12743,2
0.122229,11,3,4,0.0,0.0,2,139,79,6
6.000971,11,0,74,0.0,0.0008660852944690001,3,237,237,5
0.121982,8,3,4,0.0,0.0,2,139,79,6
0.001182,11,3,4,0.0,0.0,4,484,360,6
0.000918,11,3,4,0.0,0.0,2,133,72,6
0.432597,11,3,4,0.0,0.0,2,133,73,6
0.051978,11,3,4,0.0,0.0,2,134,74,6
0.000355,10,4,12,0.0,0.0,4,264,132,50
895.21075,10,4,91,0.0,0.0,77,8160,5666,0
0.0,11,0,74,0.0,0.0008660852944690001,1,73,73,1
164.05565,10,4,20,0.0,0.0,299,128692,82710,0
0.241001,10,0,141,0.0,0.0,11,1081,572,4
0.000668,11,3,4,0.0,0.0,2,138,78,6
967.279,10,4,91,0.0,0.0,202,20837,11840,0
724.9177,11,0,74,0.0,0.0008660852944690001,4,688,688,5
968.8625,10,4,91,0.0,0.0,2306,1191700,1143284,0
0.00089,11,3,4,0.0,0.0,2,134,73,6
0.000817,11,3,4,0.0,0.0,2,137,77,6
158.01303,11,3,4,0.0,0.0,16,1960,1464,6
939.71985,10,4,91,0.0,0.0,74,7776,4944,0
0.002454,11,3,4,0.0,0.0,2,243,120,6
0.000696,11,3,4,0.0,0.0,2,143,83,6
938.0107,11,3,4,0.0,0.0,33,6014,2827,6
0.041717,11,3,4,0.0,0.0,4,3023,60,6
669.7754,10,4,91,0.0,0.0,37,3389,1585,0
0.029002,11,3,4,0.0,0.0,2,538,478,6
0.052872,11,3,4,0.0,0.0,2,538,478,6
960.14087,10,4,91,0.0,0.0,66,4796,1980,2
929.1153,10,4,91,0.0,0.0,103,11434,7981,2
0.019594,11,3,4,0.0,0.0,2,243,181,6
0.000927,11,3,4,0.0,0.0,2,134,73,6
965.3208,10,4,91,0.0,0.0,1168,351204,267761,0
0.011781,11,3,4,0.0,0.0,2,137,77,6
958.54565,10,4,91,0.0,0.0,124,39486,6012,0
910.0013,11,3,4,0.0,0.0,30,2700,1350,7
0.000245,11,3,4,0.0,0.0,2,214,81,56
958.7206,10,4,88,0.0,0.0,44,2640,1320,0
0.000155,11,3,4,0.0,0.0,2,214,81,56
0.000805,11,3,4,0.0,0.0,2,136,75,6
0.000673,11,3,4,0.0,0.0,2,137,76,6
957.2669,10,4,91,0.0,0.0,57,4678,2158,0
0.000297,11,3,4,0.0,0.0,2,214,81,56
0.000304,11,3,4,0.0,0.0,2,214,81,56
0.000298,11,3,4,0.0,0.0,2,214,81,56
0.000255,11,3,4,0.0,0.0,2,214,81,56
939.985,11,3,4,0.0,0.0,33,6031,2883,6
0.000181,11,3,4,0.0,0.0,2,214,81,56
0.000223,11,3,4,0.0,0.0,2,214,81,56
0.000275,11,3,4,0.0,0.0,2,214,81,56
0.000289,11,3,4,0.0,0.0,2,214,81,56
0.000288,11,3,4,0.0,0.0,2,214,81,56
11.15614,10,1,87,0.0,0.0008660852944690001,2,156,156,0
953.8711,10,4,91,0.0,0.0,494,44913,25969,0
0.161334,11,3,4,0.0,0.0,2,538,478,6
0.151005,11,3,4,0.0,0.0,2,538,478,6
935.652,11,3,4,0.0,0.0,36,5566,2738,6
0.368219,11,3,4,0.0,0.0,4,2989,60,6
911.32166,10,4,91,0.0,0.0,47,3893,2155,0
0.000778,11,3,4,0.0,0.0,2,132,72,6
13.267074,11,3,4,0.0,0.0,4,410,274,6
947.0275,10,4,91,0.0,0.0,152,17655,7518,0
0.000956,11,3,4,0.0,0.0,2,142,81,6
0.056524,11,3,4,0.0,0.0,2,474,145,2
0.289441,11,3,4,0.0,0.0,2,464,145,2
959.8845,10,4,91,0.0,0.0,61,5383,3387,0
0.000414,1,2,102,0.01036421617992615,0.0,2,148,0,0
0.152376,11,3,4,0.0,0.0,2,538,478,6
0.151485,11,3,4,0.0,0.0,2,538,478,6
612.4441,11,3,4,0.0,0.0,4,535,356,6
857.82806,10,4,91,0.0,0.0,69,6635,2539,0
0.019227,10,4,12,0.0,0.0,3,198,132,0
122.20195,11,3,4,0.0,0.0,103,10151,6279,2
967.2993,10,4,91,0.0,0.0,966,120428,75026,0
0.079269,11,3,4,0.0,0.0,2,474,145,2
0.054266,11,3,4,0.0,0.0,2,474,145,2
0.051553,11,3,4,0.0,0.0,2,464,145,2
969.38947,10,4,91,0.0,0.0,36,2730,1586,2
0.000923,11,3,4,0.0,0.0,2,135,74,6
0.04582,11,3,4,0.0,0.0,2,133,73,6
0.003406,11,3,4,0.0,0.0,2,128,60,6
0.119282,11,3,4,0.0,0.0,2,538,478,6
0.055226,11,3,4,0.0,0.0,2,538,478,6
0.051974,11,3,4,0.0,0.0,2,143,82,6
0.065304,11,3,4,0.0,0.0,2,143,82,6
0.061399,11,3,4,0.0,0.0,2,143,82,6
0.000805,11,3,4,0.0,0.0,2,546,75,6
0.000893,11,3,4,0.0,0.0,2,133,72,6
2.049314,11,3,4,0.0,0.0,2,303,78,56
4.12804,11,0,74,0.0,0.0008660852944690001,2,482,482,5
4.128086,11,0,74,0.0,0.0008660852944690001,2,496,496,5
4.128096,11,0,74,0.0,0.0008660852944690001,2,682,682,5
960.55597,11,3,4,0.0,0.0,96,6577,3207,2
963.0425,11,3,4,0.0,0.0,276,18216,8418,6
0.000773,11,3,4,0.0,0.0,2,137,76,6
0.002043,11,3,4,0.0,0.0,2,534,474,6
0.00069,11,3,4,0.0,0.0,2,133,72,6
15.025595,11,3,4,0.0,0.0,4,268,148,6
900.23004,10,4,91,0.0,0.0,54,4417,1979,0
899.90173,10,4,91,0.0,0.0,48,5032,1979,0
936.54205,10,4,91,0.0,0.0,60,6322,2816,0
254.1553,11,3,4,0.0,0.0,4,303,138,6
69.51123,10,4,14,0.0,0.0,8,522,264,10
252.23564,10,4,20,0.0,0.0,43,8538,5800,2
0.000674,11,3,4,0.0,0.0,2,128,60,6
931.5696,10,4,91,0.0,0.0,57,3545,2282,0
0.000202,11,3,4,0.0,0.0,2,268,103,56
4.0301,11,0,74,0.0,0.0008660852944690001,2,498,498,5
941.72186,10,4,91,0.0,0.0,51,3981,2174,0
0.000622,11,3,4,0.0,0.0,2,131,71,6
0.000831,11,3,4,0.0,0.0,2,228,166,6
0.00397,11,3,4,0.0,0.0,4,3023,60,6
948.82007,10,4,91,0.0,0.0,314,43384,25531,0
0.078369,11,3,4,0.0,0.0,2,135,74,6
0.000772,11,3,4,0.0,0.0,2,165,105,6
904.62573,10,4,91,0.0,0.0,55,4862,2682,0
949.77045,10,4,91,0.0,0.0,100,9375,6153,0
0.002657,11,3,4,0.0,0.0,2,527,467,6
605.53644,11,3,4,0.0,0.0,4,486,362,6
775.79974,9,0,74,0.0,0.0008660852944690001,7,1008,1008,5
775.79987,9,0,74,0.0,0.0008660852944690001,7,1298,1298,5
69.38365,10,4,12,0.0,0.0,8,528,264,0
765.6283,11,3,4,0.0,0.0,16,3989,3508,6
0.000807,11,3,4,0.0,0.0,2,139,78,6
0.000574,11,3,4,0.0,0.0,2,134,73,6
928.1229,10,4,91,0.0,0.0,40,2412,1440,0
913.68787,10,4,91,0.0,0.0,368,45316,24949,0
960.0126,10,4,91,0.0,0.0,88,20925,4883,0
922.6005,11,3,4,0.0,0.0,48,7016,3316,6
969.3577,11,3,4,0.0,0.0,470,31086,22126,6
0.000924,11,3,4,0.0,0.0,2,135,74,6
415.92694,10,4,20,0.0,0.0,93,8236,5206,0
965.0958,11,3,4,0.0,0.0,66,7955,5909,6
960.16406,10,4,91,0.0,0.0,44,5255,3988,0
0.000837,11,3,4,0.0,0.0,2,136,76,6
0.000927,11,3,4,0.0,0.0,2,139,78,6
960.02905,10,4,91,0.0,0.0,339,76767,36006,0
0.182157,11,3,4,0.0,0.0,10,640,300,6
0.000217,11,3,4,0.0,0.0,2,204,77,56
960.13086,10,4,91,0.0,0.0,1522,515975,157200,0
965.6044,10,4,91,0.0,0.0,921,191919,117613,0
0.000992,11,3,4,0.0,0.0,2,316,64,6
4.015075,11,0,74,0.0,0.0008660852944690001,2,294,294,5
734.6655,11,3,4,0.0,0.0,12,822,462,6
731.71826,11,3,4,0.0,0.0,6,399,219,6
728.6874,11,3,4,0.0,0.0,6,406,226,6
777.8018,11,3,4,0.0,0.0,10,724,600,6
0.304352,11,3,4,0.0,0.0,2,132,72,6
0.155125,11,3,4,0.0,0.0,2,135,75,6
10.746777,11,3,4,0.0,0.0,4,266,146,6
677.43164,11,3,4,0.0,0.0,7,5402,138,6
20.940449,11,3,4,0.0,0.0,8,544,296,6
0.385263,11,3,4,0.0,0.0,2,132,72,6
0.177443,11,3,4,0.0,0.0,2,554,78,6
0.135036,11,3,4,0.0,0.0,2,133,73,6
6.136846,11,0,74,0.0,0.0008660852944690001,3,228,228,5
11.60164,11,3,4,0.0,0.0,4,1080,150,6
501.16022,11,3,4,0.0,0.0,6,406,209,6
0.393057,10,4,12,0.0,0.0,4,240,120,0
0.001763,11,3,4,0.0,0.0,2,547,487,6
0.000662,11,3,4,0.0,0.0,2,136,76,6
0.00025,11,3,4,0.0,0.0,2,214,81,56
0.000941,11,3,4,0.0,0.0,2,240,178,6
0.00016,11,3,4,0.0,0.0,2,214,81,56
0.000179,11,3,4,0.0,0.0,2,214,81,56
0.000235,11,3,4,0.0,0.0,2,214,81,56
0.000354,11,3,4,0.0,0.0,2,214,81,56
0.000355,11,3,4,0.0,0.0,2,214,81,56
774.51935,11,0,74,0.0,0.0008660852944690001,18,1764,1764,1
0.00019,11,3,4,0.0,0.0,2,214,81,56
0.000191,11,3,4,0.0,0.0,2,214,81,56
0.000865,11,3,4,0.0,0.0,2,132,72,6
0.000236,11,3,4,0.0,0.0,2,214,81,56
0.000278,11,3,4,0.0,0.0,2,214,81,56
0.000985,11,3,4,0.0,0.0,2,128,68,6
966.2709,10,4,91,0.0,0.0,1567,162468,64476,0
0.000268,11,3,4,0.0,0.0,2,208,79,56
0.000202,11,3,4,0.0,0.0,2,207,66,56
774.51953,11,0,74,0.0,0.0008660852944690001,24,2352,2352,5
774.52057,11,0,74,0.0,0.0008660852944690001,23,2162,2162,5
959.7113,11,3,4,0.0,0.0,98,6272,3136,6
0.0002,11,3,4,0.0,0.0,2,208,79,56
0.000158,11,3,4,0.0,0.0,2,207,66,56
0.000161,11,3,4,0.0,0.0,2,208,79,56
677.07404,11,3,4,0.0,0.0,6,723,526,6
0.000247,11,3,4,0.0,0.0,2,207,66,56
0.00106,11,3,4,0.0,0.0,2,550,73,6
4.135912,11,0,74,0.0,0.0008660852944690001,2,310,310,5
0.000272,11,3,4,0.0,0.0,2,208,79,56
0.000227,11,3,4,0.0,0.0,2,207,66,56
0.000259,11,3,4,0.0,0.0,2,208,79,56
0.00022,11,3,4,0.0,0.0,2,207,66,56
968.7704,10,4,91,0.0,0.0,457,51915,28568,0
55.487865,11,0,74,0.0,0.0008660852944690001,6,447,447,5
123.9033,10,1,28,0.0,0.0008660852944690001,6,390,390,0
55.66984,10,4,107,0.0,0.0,21,1744,1174,0
0.000602,11,3,4,0.0,0.0,2,134,74,6
0.000232,11,3,4,0.0,0.0,2,208,79,56
0.000213,11,3,4,0.0,0.0,2,207,66,56
965.2136,10,4,91,0.0,0.0,320,195922,149073,2
1.098107,10,0,153,0.0,0.0,6,374,194,3
935.4709,10,4,91,0.0,0.0,54,3240,2160,0
945.4443,10,4,91,0.0,0.0,53,4423,2544,0
949.4536,10,4,91,0.0,0.0,231,68449,17948,11
938.263,11,3,4,0.0,0.0,33,5749,2827,6
0.000921,11,3,4,0.0,0.0,2,611,75,6
534.43976,11,3,4,0.0,0.0,4,651,531,6
0.003937,11,3,4,0.0,0.0,4,3023,60,6
965.9683,11,3,4,0.0,0.0,409,49727,24353,6
6.994944,10,4,21,0.0,0.0,9,1018,718,2
6.994028,10,4,21,0.0,0.0,8,958,718,2
596.7842,11,3,4,0.0,0.0,12,816,450,6
935.50806,10,4,91,0.0,0.0,57,3545,2282,0
