dur,proto,dir,state,stos,dtos,tot_pkts,tot_bytes,src_bytes,label
609.8084,10,3,5,0.0,0.0,4,262,142,6
57.286884,9,4,84,0.0,0.0,162,125185,118776,2
333.02573,9,4,35,0.0,0.0,36,13821,3853,2
0.00273,1,2,80,0.006412093423126522,0.0,2,148,0,0
1203.0006,1,0,80,0.0,0.0015527752675991804,11,770,770,0
538.5241,9,4,84,0.0,0.0,165,64545,25483,2
0.000444,10,3,5,0.0,0.0,2,239,79,50
1270.9211,10,0,65,0.0,0.0015527752675991804,65,7800,7800,5
0.310572,9,0,45,0.0,0.0,36,29664,918,4
686.37994,9,4,72,0.0,0.0,736,88432,59116,0
1208.2305,9,4,72,0.0,0.0,55,4061,2184,0
797.8311,10,3,5,0.0,0.0,6,785,536,6
1243.6346,9,4,72,0.0,0.0,277,27043,13729,0
1207.4166,10,3,5,0.0,0.0,6,805,586,6
1267.6315,9,4,72,0.0,0.0,190,16788,8217,0
1227.9525,10,3,5,0.0,0.0,6,800,541,6
6.006342,9,0,87,0.0,0.0015527752675991804,2,128,128,4
1051.1564,10,3,5,0.0,0.0,4,360,180,7
16.70894,9,4,18,0.0,0.0,7101,6025357,5812831,2
0.038316,10,3,5,0.0,0.0,4,671,550,6
1261.0734,9,4,72,0.0,0.0,186,105547,19779,0
4.244516,9,4,19,0.0,0.0,10,666,354,0
0.000923,10,3,5,0.0,0.0,2,1046,80,6
1216.1403,10,3,5,0.0,0.0,6,720,534,6
1273.1116,10,0,65,0.0,0.0015527752675991804,85,10500,10500,5
1277.0624,9,4,72,0.0,0.0,2778,265430,146893,0
671.9865,9,4,18,0.0,0.0,198,26151,14509,0
0.000306,10,3,5,0.0,0.0,2,238,73,50
0.000306,10,3,5,0.0,0.0,2,204,73,50
3.125381,9,4,25,0.0,0.0,41,3101,1469,0
1276.0583,10,3,5,0.0,0.0,95,6166,3286,2
1276.1016,10,3,5,0.0,0.0,47,3005,1556,2
1277.1375,9,4,69,0.0,0.0,52596,42214710,40749330,0
1260.1216,10,3,5,0.0,0.0,128,8192,4160,2
1260.1005,10,3,5,0.0,0.0,128,8256,4160,2
366.06152,10,3,5,0.0,0.0,40,2583,1495,2
1260.1259,10,3,5,0.0,0.0,128,8192,4160,2
0.57926,9,0,45,0.0,0.0,28,16543,4941,44
1265.0531,9,4,69,0.0,0.0,48,4944,3360,2
90.35978,9,0,45,0.0,0.0,420,338242,55117,44
36.229877,9,0,45,0.0,0.0,224,176381,30382,44
679.6232,9,0,45,0.0,0.0,474,375937,67712,44
0.46996,9,0,45,0.0,0.0,40,27093,4503,44
1211.4348,9,4,72,0.0,0.0,51,10897,5287,0
399.50684,9,4,18,0.0,0.0,55,3395,2135,2
1266.9302,10,3,5,0.0,0.0,22,1992,854,6
0.491947,10,3,5,0.0,0.0,4,632,128,6
0.009653,9,4,10,0.0,0.0,3,180,120,2
0.009409,9,4,10,0.0,0.0,3,180,120,2
0.009708,9,4,10,0.0,0.0,3,180,120,2
0.000716,10,3,5,0.0,0.0,2,136,76,6
1260.3549,10,3,5,0.0,0.0,53,3437,1841,2
677.0455,10,3,5,0.0,0.0,86,5547,2795,2
1254.4407,10,3,5,0.0,0.0,2170,2006109,1271897,2
1234.2839,9,4,72,0.0,0.0,54,4390,2404,0
1146.2045,10,3,5,0.0,0.0,44,7491,3745,6
983.8872,9,4,20,0.0,0.0,53,3628,2292,0
998.63635,10,3,5,0.0,0.0,1958,1802211,1339697,2
1055.8818,10,3,5,0.0,0.0,1587,1467805,1195245,2
1088.1631,10,3,5,0.0,0.0,1540,1412026,1395100,2
1199.7239,10,3,5,0.0,0.0,1557,1419661,1321243,2
349.18594,10,3,5,0.0,0.0,22,2849,1883,6
1276.8816,9,4,72,0.0,0.0,10196,7452204,7209143,2
0.000591,10,3,5,0.0,0.0,2,132,72,6
224.4412,9,4,4,0.0,0.0,4,4602,4542,0
1240.9186,9,4,72,0.0,0.0,299,27021,15389,0
1276.8281,9,4,3,0.0,0.0,118216,116255592,3037158,0
0.000401,10,3,5,0.0,0.0,2,214,81,50
0.000404,10,3,5,0.0,0.0,2,214,81,50
35.422527,9,4,10,0.0,0.0,5,306,180,2
0.000186,10,3,5,0.0,0.0,2,214,81,50
0.000212,10,3,5,0.0,0.0,2,214,81,50
0.00021,10,3,5,0.0,0.0,2,214,81,50
0.000253,10,3,5,0.0,0.0,2,214,81,50
0.000344,10,3,5,0.0,0.0,2,214,81,50
0.00032,10,3,5,0.0,0.0,2,214,81,50
0.0,9,0,122,0.0,0.0015527752675991804,1,62,62,1
0.000282,10,3,5,0.0,0.0,2,214,81,50
0.000427,10,3,5,0.0,0.0,2,214,81,50
418.0817,9,4,72,0.0,0.0,36,5623,4409,2
0.000204,10,3,5,0.0,0.0,2,214,81,50
0.000171,10,3,5,0.0,0.0,2,214,81,50
0.00041,10,3,5,0.0,0.0,2,214,81,50
0.000169,10,3,5,0.0,0.0,2,214,81,50
1149.42,9,4,72,0.0,0.0,123,12096,8051,0
1171.2943,9,4,72,0.0,0.0,216,16602,7101,0
646.0204,10,0,65,0.0,0.0015527752675991804,3,252,252,5
0.000743,10,3,5,0.0,0.0,2,553,73,6
1274.0653,10,3,5,0.0,0.0,410,46533,19738,2
3.018529,9,0,45,0.0,0.0,12,2750,1973,4
1270.6906,9,4,72,0.0,0.0,85,8491,5307,0
1276.565,9,4,3,0.0,0.0,94466,93603896,2355116,0
42.78235,9,0,116,0.0,0.0,1077,1072311,1047708,2
1227.859,10,3,5,0.0,0.0,5,628,261,6
0.000644,10,3,5,0.0,0.0,2,132,72,6
0.001681,10,3,5,0.0,0.0,2,514,454,6
6.265257,9,4,33,0.0,0.0,29,16895,1295,0
0.325736,9,0,45,0.0,0.0,9,1541,699,2
1270.5732,9,4,72,0.0,0.0,580,63757,33068,0
0.000573,10,3,5,0.0,0.0,2,131,71,6
1270.7102,9,4,72,0.0,0.0,578,61147,31554,0
93.18526,9,1,8,0.0,0.0015527752675991804,6,360,360,0
281.70676,9,4,18,0.0,0.0,59,3613,2097,2
19.577904,9,1,68,0.0,0.0015527752675991804,4,272,272,0
0.00028,10,3,5,0.0,0.0,2,400,74,50
211.09464,9,4,10,0.0,0.0,8,480,420,2
1252.7645,10,3,5,0.0,0.0,88,8658,6078,6
20.702854,9,0,45,0.0,0.0,8630,7396839,7142471,2
107.30033,9,4,18,0.0,0.0,333,249803,65679,0
0.835474,9,0,57,0.0,0.0,12,2411,1353,4
1275.5238,9,4,72,0.0,0.0,1715,305518,249676,0
1188.2986,9,4,72,0.0,0.0,74,6959,3283,0
1205.4703,9,4,72,0.0,0.0,53,3698,1626,0
222.99406,9,4,18,0.0,0.0,73,31286,22629,0
1269.8191,9,4,72,0.0,0.0,89,7348,4708,0
1276.7122,9,4,72,0.0,0.0,1468,180790,110425,0
1183.9062,9,4,72,0.0,0.0,50,3661,1445,0
1268.8727,9,4,72,0.0,0.0,5232,1353623,692805,2
0.020158,9,0,37,0.0,0.0,7,478,272,2
0.836414,9,0,57,0.0,0.0,12,2412,1354,4
513.09985,10,0,65,0.0,0.0015527752675991804,10,840,840,5
1241.6785,10,3,5,0.0,0.0,66,4420,2440,6
1258.45,10,0,65,0.0,0.0015527752675991804,129,9666,9666,5
1258.4498,10,0,65,0.0,0.0015527752675991804,96,7104,7104,5
1226.7455,10,0,65,0.0,0.0015527752675991804,5,380,380,5
1263.1516,10,0,65,0.0,0.0015527752675991804,50,9050,9050,5
14.643312,9,0,45,0.0,0.0,12,4480,1273,4
1276.147,9,4,72,0.0,0.0,373,33584,19873,0
14.637258,9,0,45,0.0,0.0,12,3943,1277,4
14.63545,9,0,45,0.0,0.0,12,4201,1279,4
14.632745,9,0,45,0.0,0.0,12,4094,1277,4
1275.7461,10,3,5,0.0,0.0,202,23116,18504,6
0.000276,10,3,5,0.0,0.0,2,214,81,50
0.000321,10,3,5,0.0,0.0,2,214,81,50
1218.3531,10,3,5,0.0,0.0,12,1509,747,6
0.00029,10,3,5,0.0,0.0,2,214,81,50
0.000331,10,3,5,0.0,0.0,2,214,81,50
9.7e-05,10,3,5,0.0,0.0,2,214,81,50
9.2e-05,10,3,5,0.0,0.0,2,214,81,50
0.000221,10,3,5,0.0,0.0,2,214,81,50
0.000318,10,3,5,0.0,0.0,2,214,81,50
9.391912,9,0,45,0.0,0.0,11,1351,835,4
0.00023,10,3,5,0.0,0.0,2,214,81,50
0.000181,10,3,5,0.0,0.0,2,214,81,50
0.0003,10,3,5,0.0,0.0,2,214,81,50
0.000378,10,3,5,0.0,0.0,2,214,81,50
9.384557,9,4,18,0.0,0.0,9,4554,3160,0
4.583306,9,4,17,0.0,0.0,5,331,211,0
133.08536,10,3,5,0.0,0.0,6,411,231,6
0.000744,10,3,5,0.0,0.0,2,135,75,6
1270.0474,9,4,69,0.0,0.0,256,23808,16128,0
1273.9396,0,5,65,0.006412093423126522,0.0015527752675991804,233,13980,13980,0
9.353315,9,4,18,0.0,0.0,9,4596,3202,0
600.03284,9,4,82,0.0,0.0,187,82788,44102,0
1270.5173,10,3,5,0.0,0.0,391,117465,23844,6
41.18547,9,0,45,0.0,0.0,308,238615,54220,44
13.644022,9,0,45,0.0,0.0,70,58601,5821,44
4.025181,10,0,65,0.0,0.0015527752675991804,2,162,162,5
1276.1335,9,4,69,0.0,0.0,29803,22548012,21564306,0
0.00061,10,3,5,0.0,0.0,2,128,60,6
513.5602,1,0,129,0.0,0.0015527752675991804,8,896,896,0
1260.0922,9,4,72,0.0,0.0,142,16263,9920,0
1272.1725,9,1,0,0.0,0.0015527752675991804,18,1080,1080,0
0.05922,9,0,45,0.0,0.0,9,2038,1174,4
1231.5692,10,3,5,0.0,0.0,8,1040,752,6
1264.8461,9,4,72,0.0,0.0,456,44135,19310,0
1074.9045,10,3,5,0.0,0.0,168,146207,143921,6
1272.1344,10,0,65,0.0,0.0015527752675991804,4,336,336,5
1271.4697,10,0,65,0.0,0.0015527752675991804,6,465,465,5
0.35958,10,3,5,0.0,0.0,2,138,78,6
0.0251,9,0,45,0.0,0.0,12,3112,2335,4
428.11414,9,0,45,0.0,0.0,335,261829,66495,44
1272.0873,1,0,128,0.0,0.0015527752675991804,4,280,280,0
318.31866,9,4,72,0.0,0.0,140,16612,8192,0
0.000806,10,3,5,0.0,0.0,2,136,76,6
1275.0773,9,4,72,0.0,0.0,2022,209102,119689,0
0.000491,1,2,80,0.006412093423126522,0.0,2,148,0,0
1269.9734,9,4,72,0.0,0.0,133,23006,16868,2
3.121084,10,3,5,0.0,0.0,4,266,146,6
0.000696,10,3,5,0.0,0.0,2,563,75,6
0.593755,9,0,45,0.0,0.0,22,15418,2398,4
346.06262,10,3,5,0.0,0.0,36,2304,1170,6
0.000834,10,3,5,0.0,0.0,2,536,73,6
5.149225,10,0,65,0.0,0.0015527752675991804,2,168,168,5
1263.2233,9,4,72,0.0,0.0,102,10455,7025,0
0.516144,10,3,5,0.0,0.0,2,273,179,6
1232.6794,9,4,72,0.0,0.0,175,17065,8399,0
130.91539,9,4,18,0.0,0.0,28,3205,2311,0
1178.2415,10,3,5,0.0,0.0,42,7374,3685,6
50.76088,10,0,65,0.0,0.0015527752675991804,6,444,444,5
0.435762,10,3,5,0.0,0.0,2,137,75,6
1219.4323,10,3,5,0.0,0.0,4,271,151,6
0.043677,10,3,5,0.0,0.0,2,133,73,6
0.064891,10,3,5,0.0,0.0,2,139,77,6
624.2369,10,3,5,0.0,0.0,6,3152,139,6
0.315622,10,3,5,0.0,0.0,2,131,71,6
445.08975,10,3,5,0.0,0.0,4,267,147,6
6.027743,10,0,65,0.0,0.0015527752675991804,3,231,231,5
1242.9636,10,3,5,0.0,0.0,6,416,236,6
122.08107,10,3,5,0.0,0.0,4,299,179,6
1275.9993,10,3,5,0.0,0.0,722,698799,692361,6
10.197215,10,0,65,0.0,0.0015527752675991804,3,252,252,5
1248.7653,10,0,65,0.0,0.0015527752675991804,46,7636,7636,5
1249.9318,10,3,5,0.0,0.0,46,7530,3878,6
0.029986,10,3,5,0.0,0.0,4,2930,60,6
1188.5298,9,4,72,0.0,0.0,57,5374,1993,0
1257.8698,10,3,5,0.0,0.0,73,8869,3595,2
0.00016,10,3,5,0.0,0.0,2,204,77,50
0.000211,10,3,5,0.0,0.0,2,214,81,50
0.00025,10,3,5,0.0,0.0,2,214,81,50
0.000315,10,3,5,0.0,0.0,2,214,81,50
0.00031,10,3,5,0.0,0.0,2,214,81,50
1270.8346,10,3,5,0.0,0.0,147,9948,5023,2
0.00024,10,3,5,0.0,0.0,2,214,81,50
0.000184,10,3,5,0.0,0.0,2,214,81,50
0.000243,10,3,5,0.0,0.0,2,214,81,50
0.000227,10,3,5,0.0,0.0,2,214,81,50
0.00022,10,3,5,0.0,0.0,2,214,81,50
0.00019,10,3,5,0.0,0.0,2,214,81,50
0.000631,10,3,5,0.0,0.0,2,133,73,6
1261.3927,10,0,65,0.0,0.0015527752675991804,43,6923,6923,5
0.000332,10,3,5,0.0,0.0,2,214,81,50
0.000299,10,3,5,0.0,0.0,2,214,81,50
0.319288,9,0,45,0.0,0.0,9,1820,978,2
1263.5417,9,4,69,0.0,0.0,164,9922,5002,2
1271.7963,5,0,65,0.006412093423126522,0.0015527752675991804,202,18750,18750,0
1275.0245,10,3,5,0.0,0.0,112,68658,36321,6
1260.2073,9,4,72,0.0,0.0,63,7078,5286,0
0.007346,9,4,10,0.0,0.0,3,198,132,2
0.008834,9,4,10,0.0,0.0,3,198,132,2
0.016083,9,4,10,0.0,0.0,3,198,132,2
0.016059,9,4,10,0.0,0.0,3,198,132,2
0.000828,9,4,9,0.0,0.0,2,132,66,2
0.009262,9,4,10,0.0,0.0,3,198,132,2
0.009335,9,4,10,0.0,0.0,3,198,132,2
0.009326,9,4,10,0.0,0.0,3,198,132,2
0.009315,9,4,10,0.0,0.0,3,198,132,2
1273.9606,9,4,72,0.0,0.0,3420,1227270,809045,44
1086.2362,10,3,5,0.0,0.0,26,5563,4779,6
0.000684,10,3,5,0.0,0.0,2,133,73,6
1274.7948,10,0,65,0.0,0.0015527752675991804,21,3402,3402,5
0.560674,10,3,5,0.0,0.0,4,401,167,6
1269.0679,9,4,72,0.0,0.0,221,41530,20881,26
0.025283,9,4,18,0.0,0.0,7,512,251,0
59.30549,9,0,45,0.0,0.0,18,4584,3479,4
10.124077,10,0,65,0.0,0.0015527752675991804,3,252,252,5
0.000346,10,3,5,0.0,0.0,2,258,74,50
0.000334,10,3,5,0.0,0.0,2,198,74,50
0.406017,9,0,113,0.0,0.0,196,172333,4592,4
93.99304,9,4,18,0.0,0.0,228,83496,54571,0
0.000739,10,3,5,0.0,0.0,2,543,77,6
0.000533,10,3,5,0.0,0.0,2,132,72,6
1208.4119,10,3,5,0.0,0.0,6,693,507,6
1213.651,10,0,65,0.0,0.0015527752675991804,81,9178,9178,5
1213.651,10,0,65,0.0,0.0015527752675991804,81,5022,5022,5
1213.6494,10,0,65,0.0,0.0015527752675991804,81,5022,5022,5
1260.8896,9,4,69,0.0,0.0,48,4168,2728,2
3.290486,9,4,18,0.0,0.0,11,8041,555,0
1236.2764,9,4,72,0.0,0.0,100,10540,6472,0
1213.6237,10,0,65,0.0,0.0015527752675991804,78,12056,12056,5
1223.9498,10,3,5,0.0,0.0,4,274,154,6
0.000505,10,3,5,0.0,0.0,2,132,72,6
1020.187,10,3,5,0.0,0.0,4,488,364,6
1135.6288,10,3,5,0.0,0.0,10,1215,905,6
1265.5544,9,4,72,0.0,0.0,1507,161247,76084,0
15.552172,10,3,5,0.0,0.0,6,691,416,6
1242.4104,10,3,5,0.0,0.0,957,736098,262323,2
386.66498,9,4,71,0.0,0.0,43,2676,1536,2
119.214355,9,4,25,0.0,0.0,13,826,360,0
0.000228,10,3,5,0.0,0.0,2,261,84,50
0.20649,9,0,45,0.0,0.0,36,27911,969,4
677.7227,9,4,18,0.0,0.0,147,85369,9384,0
0.976845,10,3,5,0.0,0.0,6,1403,223,6
952.3891,9,4,25,0.0,0.0,78,45366,19186,0
0.017165,10,3,5,0.0,0.0,2,581,73,6
0.000769,9,0,87,0.0,0.0015527752675991804,2,132,132,4
1162.7297,1,0,80,0.0,0.0015527752675991804,4,280,280,0
1258.558,9,4,72,0.0,0.0,879,81742,43872,0
0.000377,10,3,5,0.0,0.0,2,294,78,50
0.000241,10,3,5,0.0,0.0,2,206,78,50
53.972954,9,4,18,0.0,0.0,12,1011,522,26
0.203838,10,3,5,0.0,0.0,2,587,76,6
0.000697,10,3,5,0.0,0.0,2,128,60,6
0.000592,10,3,5,0.0,0.0,2,136,76,6
1221.105,9,4,72,0.0,0.0,67,6877,2928,0
26.972258,10,3,5,0.0,0.0,4,1074,954,6
0.000723,9,4,17,0.0,0.0,5,317,197,44
0.0,10,0,65,0.0,0.0015527752675991804,1,84,84,5
10.200962,10,0,65,0.0,0.0015527752675991804,3,252,252,5
68.59823,9,4,35,0.0,0.0,22,9124,3077,0
0.000644,10,3,5,0.0,0.0,2,134,74,6
1234.1072,10,3,5,0.0,0.0,4,476,352,6
3.905299,9,4,15,0.0,0.0,3,180,60,2
0.000452,10,3,5,0.0,0.0,2,563,75,50
0.000251,10,3,5,0.0,0.0,2,221,75,50
0.000266,10,3,5,0.0,0.0,2,227,75,50
0.000507,10,3,5,0.0,0.0,2,377,75,50
1271.8702,9,4,72,0.0,0.0,87,15631,7656,0
411.07996,9,0,45,0.0,0.0,70,27233,17871,4
1213.3416,10,3,5,0.0,0.0,6,717,531,6
1088.5763,10,3,5,0.0,0.0,4,533,386,6
1262.315,10,0,65,0.0,0.0015527752675991804,43,8557,8557,5
1.80819,9,4,15,0.0,0.0,3,180,60,0
1271.4958,10,3,5,0.0,0.0,126,7938,3969,6
1260.3497,9,4,72,0.0,0.0,443,57221,26349,0
1256.8331,10,3,5,0.0,0.0,8,1059,652,6
2.55158,9,0,45,0.0,0.0,13,2219,1653,4
0.000642,10,3,5,0.0,0.0,2,133,73,6
601.0294,10,0,65,0.0,0.0015527752675991804,4,336,336,5
5.100691,10,0,65,0.0,0.0015527752675991804,2,168,168,5
0.152544,10,3,5,0.0,0.0,4,267,147,6
1260.1342,10,3,5,0.0,0.0,230,14578,7352,6
1200.3768,9,4,72,0.0,0.0,46,3102,1544,0
954.204,10,3,5,0.0,0.0,8,720,360,7
0.000475,10,3,5,0.0,0.0,2,128,60,6
1.057494,9,4,72,0.0,0.0,15,4366,1708,0
1166.035,9,4,72,0.0,0.0,57,5298,3287,0
0.000611,10,3,5,0.0,0.0,2,219,157,6
0.000569,10,3,5,0.0,0.0,2,137,77,6
10.934717,9,0,122,0.0,0.0015527752675991804,8,608,608,1
0.014849,10,3,5,0.0,0.0,2,242,74,50
0.000348,10,3,5,0.0,0.0,2,248,74,50
1274.3301,10,0,65,0.0,0.0015527752675991804,19,1482,1482,1
1260.5549,10,3,5,0.0,0.0,588,502932,197294,2
88.90796,9,4,18,0.0,0.0,21,1443,771,0
62.936478,9,0,45,0.0,0.0,11,2009,854,4
0.0,10,0,65,0.0,0.0015527752675991804,1,177,177,5
0.113758,10,0,65,0.0,0.0015527752675991804,1,77,77,5
0.000797,10,3,5,0.0,0.0,2,562,85,6
1273.8099,10,3,5,0.0,0.0,369,25269,12423,2
1260.1543,10,0,65,0.0,0.0015527752675991804,82,10062,10062,5
1260.1544,10,0,65,0.0,0.0015527752675991804,64,7680,7680,5
2.154055,9,0,87,0.0,0.0015527752675991804,2,124,124,4
0.000682,10,3,5,0.0,0.0,2,538,74,6
0.0,1,0,132,0.0,0.0015527752675991804,1,105,105,0
15.274909,9,0,45,0.0,0.0,16,6835,1138,4
1201.2773,10,3,5,0.0,0.0,6,708,522,6
1186.87,10,3,5,0.0,0.0,49,7551,3658,6
1189.3899,9,4,72,0.0,0.0,117,12174,3753,0
1254.9023,9,4,72,0.0,0.0,292,31739,18017,0
0.001627,10,3,5,0.0,0.0,2,514,454,6
0.000752,10,3,5,0.0,0.0,2,554,75,6
0.001157,1,2,80,0.006412093423126522,0.0,2,148,0,0
1244.0288,1,0,80,0.0,0.0015527752675991804,30,2100,2100,0
1061.3657,10,3,5,0.0,0.0,4,265,145,6
0.000543,10,3,5,0.0,0.0,2,426,73,50
0.158195,10,3,5,0.0,0.0,2,136,76,6
0.000304,10,3,5,0.0,0.0,2,244,73,50
487.6209,10,0,65,0.0,0.0015527752675991804,5,420,420,5
10.199659,10,0,65,0.0,0.0015527752675991804,3,252,252,5
1.087779,9,0,123,0.0,0.0,6,374,194,3
3.007606,10,0,65,0.0,0.0015527752675991804,2,144,144,5
0.000741,10,3,5,0.0,0.0,2,126,66,6
0.0247,9,0,45,0.0,0.0,10,1664,766,4
0.030713,10,3,5,0.0,0.0,2,549,75,2
0.000665,10,3,5,0.0,0.0,2,133,73,6
6.030354,10,0,65,0.0,0.0015527752675991804,3,531,531,1
1233.8107,10,3,5,0.0,0.0,6,714,528,6
0.000363,10,3,5,0.0,0.0,2,400,74,42
0.0003,10,3,5,0.0,0.0,2,400,74,42
0.018127,9,0,37,0.0,0.0,7,478,272,42
